#,Message,Parent #,Merge Commit,Modified Files
7de864b31b11cb4afa215db47c6484ea99b3841e,Fix #137: don't open car racing window on reset,641cb3d2d26577e4e0919ee4d92291cce1173765,0,car_racing.py
5597dddc552ada561208d66acff8e854c5623332,Fix mountain car rendering (#147),7de864b31b11cb4afa215db47c6484ea99b3841e,0,mountain_car.py
b235a102aaea20efeb75093c05dedac7449fbc5f,Fix the reward when diverged,e0421ae5c5b8ea056a54eb9422bfb1d3f9cbef39,0,train_deep_cnn.py
1635a46c7f9d7f7c4c0400d499424e9282b6a681,"Improved description of cnn classif environment, made some fixes to env itself",aa77679d4b1125bf555aaf7cb7c5ebe76829a85b,0,train_deep_cnn.py;__init__.py
d5bfb848bb38e3d44f53b07784918df5ceedf5dc,Fixed shape of observation,1635a46c7f9d7f7c4c0400d499424e9282b6a681,0,train_deep_cnn.py
74f0f545e39d4da6974f6c48e066c65ad96b96fc,Add Doom to README.rst (Fix #136),5597dddc552ada561208d66acff8e854c5623332,0,README.rst
4ddee9b2d35bd516e5759db60c92d827c25c94ef,Suppress warning from deathmatch.cfg (Fix #130),74f0f545e39d4da6974f6c48e066c65ad96b96fc,0,deathmatch.cfg
eb998c746a8fadb8018cfbc18b961f818fffb998,"add swig to the list of dependencies to be installed with homebrew (#146)

Without this installing box2d on OSX fails with:
    unable to execute 'swig': No such file or directory
    error: command 'swig' failed with exit status 1""",4ddee9b2d35bd516e5759db60c92d827c25c94ef,0,README.rst
7cbc24ba0826d1a7a20c4ab45dc47fb3f008eb51,Fix failing DoomDeathmatch test (altattack -> alattack),da6ad52196ec69d6047e9c44a410fef95fa2b003,0,deathmatch.cfg;doom_deathmatch.py
81a99013bc344212e4847cd020757531f98e5870,Fix car_dynamics import,43992f47522e906194d8691bd0ad42b2cb0e1a9b,0,car_racing.py
0079589bbc334b0814267f5d493d03e2f800b4c6,"Update README.rst (#158)

Fixed LunarLander version in code sample.",491cbca5afb3fa8e3b10447b6751ec0c0acb9113,0,README.rst
c183708a5224f4c2912a1c7939ebdad79a289237,Correct self -> env,790f02e4713ede9592dcd882a949e7676e995c7a,0,core.py
e759526268ec8d698fbdd315829d395c88024b6d,Handle monitor close better,c183708a5224f4c2912a1c7939ebdad79a289237,0,core.py;monitor.py
7605986f099dd0ebcfee3b6806bac857e26da2b5,Push up x_threshold to silence warnings: fixes #88,116b03144cc21e1e969da7e871fc9d0964c169e9,0,cartpole.py
a1f80e2fa9eb9bf51c7e1be50867abfe2ad4936b,"Only create ~/.mujoco if MUJOCO_KEY_BUNDLE is set

This will fix PR builds. CF:

  https://github.com/openai/gym/pull/171/files/37b87ccba6302b442eae940b74539a3f56dd36ef#r66727379",c784b71aedb5fa459b1e437a7d258c16efc9accc,0,.travis.yml
0df07849e7198dcc88a560a25d2ca219482414f3,Fixes reset states for 2 interpretability envs (#180),93e49ba2c81e08489de056e0e771bfb61748ab23,0,interpretability_cartpole_actions.py;interpretability_cartpole_observations.py
af5bb400fefceec7ad197ee5a12905982a401a7a,"trivial fix for #143 (#187)

* trivial fix for #143

* #143 same fix for other environments, not really necessary, but still",2aa03d6088e6a7d95c68da6d7d229b17243bc121,0,bipedal_walker.py;car_racing.py;lunar_lander.py
aff7a643cc67c7c7a3a9d9a705dda803072807d7,"Doom - Same Action Space Across Environments (#157)

* Doom - Added reward_threshold and timestep_limit for all environments

* Doom - Returning all available game variables

* Doom - Moved _seed to doom_env to avoid repetition in every environment

* Doom - Added ALT_ATTACK and made all action_space equivalent (same controls between environments).

* Doom - Actions can either be a short list of allowed actions or the full list of 41 commands

* Doom - Returning black observation space on error or is_finished, rather than empty list (which was triggering an error)

* Doom - HighLow.sample() returns the small list.

* Doom - Updated difficulty for some missions

* Doom - Fixed inconsistency between controls.md and deathmatch.cfg

* Doom - Issue #168 - Remove sleep statement from DoomEnv render

* Doom - Only using full action space (43 keys)

- Added 'normal', 'fast' and 'human' mode
- Set non-deterministic to True
- Set video.frames_per_second to 35
- Properly returning game variables

* Replaced warnings.warn by logger.warn

* Doom - Added NUM_ACTIONS and action_idx instead of x

* Doom - Added NUM_ACTIONS and action_idx instead of x

* Doom - reset() only calls game.new_episode() after first call

* Doom is now deterministic

* Doom - Partial fix for issue #167 - DoomDeathmatch environment crashes sporadically

* Doom - Standardized envs, simplified _reset

* Doom - Removed temporary fix for issue #167

* Doom - Added scoreboard summary and description",5b8603066c104f10df9cc197ed985a852215f260,0,__init__.py;basic.cfg;deadly_corridor.cfg;deathmatch.cfg;defend_the_center.cfg;defend_the_line.cfg;health_gathering.cfg;my_way_home.cfg;predict_position.cfg;take_cover.cfg;controls.md;doom_basic.py;doom_corridor.py;doom_deathmatch.py;doom_defend_center.py;doom_defend_line.py;doom_env.py;doom_health_gathering.py;doom_my_way_home.py;doom_predict_position.py;doom_take_cover.py;test_envs.py;__init__.py;discrete.py;high_low.py;__init__.py
5372d34b37bf500b0017bef4b234849c937c1529,"Fix failing tests by making safety cartpole envs contain a cartpole rather than
inheriting from it",8a545eeb5942801d94dbd36e7d8be4c696d4bdd7,0,predict_actions_cartpole.py;predict_obs_cartpole.py
0d5312e8359ed7fce3b307d947f056da5124903e,fixes error in safety envs description of pendulum problems (#208),a46972cf8d6dd3693bf95d3765c465338e69dc5e,0,__init__.py
a7e5a581dc0b9c4224622df438734612045cefd8,scoring.py: Avoid NaN when computing standard error,ad4930c812afb494048ca821fe439369a3f41bd3,0,scoring.py
1e86e73919117e94bdbc843989fe9aff0c020814,fixes cartpole observation_space (#210),f59ec3d2872e84865b6020bcbb6b0eae0b77dcb4,0,cartpole.py
e5be288d3a97090644924d004603ab5ec6aff29c,"Minor fixes to CEM:

* Take gym environment as command line argument

* Call seed

* Fix reference to RandomAgent -> CEM",1e86e73919117e94bdbc843989fe9aff0c020814,0,cem.py
c8047fe5348e367f4b4188763b667c0e769d49c8,Use correct logger,a882c6198388fb5fb103a14b3737f4b15176c8ca,0,http_client.py
3ae443efb4cf586a3d48dbb78c75e57befe3fb9b,fix minor docstring typo in gym/core.py (#225),f5f260129d1675654ef2c36c50cad91899c2f861,0,core.py
7708cf2bcbb38a184ebb6df5a6739d94d5d2fe17,"fixed global variable reference when ssl verification is off (#230)

* fixed global variable reference when ssl verification is off

* moved 'global warned' to inside the function",15afd9c54aab0fb3d69028045093df20c81c07e3,0,http_client.py
a50a41f1c7dda6f91354a996a8c7775f7a456b1a,Handle pyglet windows of unexpected size,7708cf2bcbb38a184ebb6df5a6739d94d5d2fe17,0,rendering.py
4be4b15b03b9a0f810921a921e9132e2b5734794,Fixed bug in scoring in meta-doom (#242),df31701a74763e291487a1dde40f60b995f7e6a0,0,doom_env.py
466da849b75bd5bf2bb004340bdec3cbf8635ef3,Issue #243 - Invalid action space for DoomDeathmatch-v0 (#245),4be4b15b03b9a0f810921a921e9132e2b5734794,0,deathmatch.cfg;doom_deathmatch.py;doom_env.py
216d90fc9179b1f4b52f61b4e959b510ec132c20,"Merge pull request #271 from ppaquette:ppaquette-broken-build-20160803: Fix Travis build

* Fixed broken build - nose2 module incorrectly imported from

* Removed tox from travis.xml, readded nose2 to tox.ini",c2f70d0656311a25442f444b14c462feedde4866,0,.travis.yml
c4317fc5f942c31ecfc05c6ddb580cc71f09ac3c,Handle bad configure calls more nicely,1d6a849c6d18ec6ff6ffac581035e30fe03a05c2,0,core.py
b46f30dd4bc20b0f6e0a0d1ef91f46414a7a4f86,"Fixed quotes in NotInstalled error message (#261)

s/.)'/'.)/ -- the quote accidentally went around too much.",e63f82d0edf6260bfbae82dd64dccee721789004,0,atari_env.py
5ba5cb7e2dd7fb06412b0ba26fdba14127e87bbf,"minor changes to cartpole+acrobot, upgrade to v1 (#260)

* change cartpole timestep limit to 500
change acrobot to take cos/sin of angles, and increase timestep limit so it gets solved by random exploration

* restore CartPole-v0

* Oops, fix threshold on cartpole",b46f30dd4bc20b0f6e0a0d1ef91f46414a7a4f86,0,__init__.py;acrobot.py
ba71635ccda348d2350ee7002e9377432e2665cb,Fix registration for new envs,5ba5cb7e2dd7fb06412b0ba26fdba14127e87bbf,0,rollout_py2.json;rollout_py3.json;test_monitor.py;__init__.py
36b2a58b3f112c829f667029d77d84ab71325b89,Fix monitored env memory leak (#277),ba71635ccda348d2350ee7002e9377432e2665cb,0,monitor.py
9337ab7bcad771ae4b264f3b97b223f18b004366,Fixed Issue #267 - Hex9v9-v0 does not behave as it should when there is a full game board. (#274),36b2a58b3f112c829f667029d77d84ab71325b89,0,hex.py
ee7ba41b9a0142d434f90354617e8f77babf8d86,Docker - Minor build fix (#286),dda87dc9309a7d5c558c23d9820ed9e5be13663d,0,docker_entrypoint;test.dockerfile
14f8c9a3f2dddf6b3f6bf2b4861174bf09739003,"Wrapper - Common frame skipping (#293)

* Common frame skipping

* Common frame skipping - Fixes

* Raising error if skip.stepcount already in info.",cc1483deb1a5a10cb58fda75a0fc44ff84d39ca7,0,README.md;__init__.py;frame_skipping.py
c6a3f6653771af69a15dcbc3221bb025cd96cc7d,log error in load_results,a74fcb5dd1c7e888a9c7048aa83436f13627fc64,0,monitor.py
75b6d9993f674211385988518e41c4d7b37a5a41,minor fix,e2c9e84a51a994b879117a6bbbca700cc028c930,0,monitor.py
932ed300f4757f97d91fe47c4cf65d0d008c2742,"Fix error when running min on empty list (#314)

* Fix error when running min on empty list

Running min on an empty list (which occurs on first episode from `if len(content['timestamps'])==0: continue`) causes it to throw an error

* Update monitor.py

Return 0 for initial_reset_timestamp when no initial_reset_timestamps",7f2a52bf19b56ce9a318cab9e39f84f419044a14,0,monitor.py
c97551e8e545871cc0761d286c879c3175e76e0a,"added continuous mountain car v0 (#306)

* added continuous mountain car v0

* spotted that the action should be a vector, not a scalar

* fixed bug on action format

* bug fixed in scoreboard registering

* the observation (aka state) should be a numpy array

* added comment on reward range as requested",4b9984c00ea567ca8dd4ccd0176ca61bd2f4a3e8,0,core.py;__init__.py;__init__.py;continuous_mountain_car.py;pendulum.py;__init__.py
934baaf900160497b57716c9568f183e381a6481,Fixes bug in comment (#262),ee2c0243c088dcdb749030f8b3fb60b718652449,0,two_round_deterministic_reward.py;two_round_nondeterministic_reward.py
ebb2f2927388d90d266a13b0d713fe3765286fcc,"added ffmpeg to dockerfile and fixed test (#325)

* added ffmpeg to dockerfile and fixed test

* use ubuntu media repo for ffmpeg

* ffmpeg on travis :cake:

* install libav instead",a84edbc78b58b3598a5d3a73e24e8fd2fc1ab563,0,test_video_recorder.py;test.dockerfile
46b48a8a4a80ac86c487b7433e841e800abd9524,"Fix Taxi-v1 for Python 3 (#327)

* Fix Taxi for Python3

* Update Taxi observations in the rollout",4e88d00e5e58f3a5912709fc3d223c47d6fb3d8a,0,rollout_py3.json;taxi.py
934b2acbb78e7d0052fc79b5d3421b10aa74be40,"Add benchmark support (#338)

* Warn if seed doesn't return a list

* Add preliminary BenchmarkRun support

* Add experimental benchmark registration

* Flesh out interface

* Add preliminary BenchmarkRun support

* Warn if seed doesn't return a list

* Add experimental benchmark registration

* Flesh out interface

* Make benchmarkrun upload recursive

* Add evaluation episodes

* Add benchmark scoring

* Tweak reward locations

* Tweak scoring

* Clear default metadata in Wrapper

* Improve scoring

* Expose registry; fix test

* Add initial_reset_timestamp

* Add back algorithm; fix tests",0c8c055fcabf5ace5c5013183effb320f8ae1179,0,upload;__init__.py;__init__.py;registration.py;scoring.py;test_benchmark.py;error.py;__init__.py;monitor.py;stats_recorder.py;__init__.py;api.py;resource.py;scoring.py
2b3f965faa33ca532d704e1434cc65d71d9cb034,Fix scoring when fewer episodes are provided,934b2acbb78e7d0052fc79b5d3421b10aa74be40,0,scoring.py
517c2e0524760b15ebbf171ec4d74c7c85438154,Tweak error message,db4f977bcdaea99c1b2d6e5015eeae5ae0aac5e9,0,api.py
50be1426bef09717b961acfad68cf8a4c330099c,fix number of seeds in mujoco benchmark,a8aa301202129383d090eb073ec65d4bf8576540,0,__init__.py
3546f06bc3d208a8f1321d5cb0d32f4161f18fce,prevents race condition in multiprocessing setting,50be1426bef09717b961acfad68cf8a4c330099c,0,monitor.py
21f8fe57bed28cab032abc3c8fbc6cfce39bde62,fix to previous commit,3546f06bc3d208a8f1321d5cb0d32f4161f18fce,0,monitor.py
a8e4734cbc09fa89e9fc0ceabbd871b9f35f59dd,"Fix evaluation scoring bug (numpy casts generator to a single-element array containing the generator, which is a truthy object)",88f94587a2b7b231220e6204bca2848361196592,0,scoring.py
c46008bfae0fd2458c96fe043dfde183c897c9c5,Fix up benchmark runner to use new benchmark format,a780b755561b196db8bbcd47726b97a293f34e66,0,benchmark_runner
2dba05ac0a1effbce612fe4f62509a80cb8b63ba,Minor bug computing sources,1f7c6464b739487d2942fce9c9177d6033fd0b85,0,scoring.py
bee6be5632139154e72a4b944a47cc518f8512e9,Typo in source indexes,2dba05ac0a1effbce612fe4f62509a80cb8b63ba,0,scoring.py
e84bd0ffe1f98efca057dde34244a82fa6486090,"Algorithmic refactor (#383)

* Refactor/document algorithmic environments and add tests.

* test for 3 row addition

* Fix failing rollout test by reinserting quirk in reversedAddition env

* todo regarding addition3-v0

* Fix python 3 division issues

* typo fix

* Re-generate python3 rollout file to account for ReversedAddition bug fix",bee6be5632139154e72a4b944a47cc518f8512e9,0,__init__.py;algorithmic_env.py;copy.py;copy_.py;duplicated_input.py;repeat_copy.py;reverse.py;reversed_addition.py;__init__.py;test_algorithmic.py;rollout_py3.json
59b58602d4d8434ff19616ae00b6f4a4f4a43114,Fix determinism test,b3caa3f14745ec165bc515d203d5c4f2b17aea5e,0,test_monitor.py
9940212f5d0cf4860d0dc092dc55031218de490b,Fix test return type,59b58602d4d8434ff19616ae00b6f4a4f4a43114,0,test_monitor.py
2126be984490d521312d97be57f9f52636d6def0,"Fix error handling bug in benchmark.task_specs, store set of env ids",d83e8f8702755766c1c15a35297b40d25051d55e,0,registration.py
53cde23ece4610cb690427ac4d172238dc1afb2d,"Fix bug in max_seconds scoring. Refactor null_score, add tests for it all",7513f6e2bd49c255112904b84ff4d531c4cd5163,0,scoring.py;scoring.py;test_scoring.py
3ebe82f69c67cab41721d6f1a9b3217514639f6c,Fix tests after refactor,b5f774fe187ab4d9e15ded189d4d8b415468a060,0,test_scoring.py
71af1191e01ac560a38a1bd12e921e238b9c0e3c,Fix some bugs with new partial benchmark scoring,f7a45f69532932633aa9977879ae66e0604bfff5,0,scoring.py;test_scoring.py
9347e0611b8c16ffc3abda2b6b052844fe4cfec9,Error if no evaluations found,71af1191e01ac560a38a1bd12e921e238b9c0e3c,0,api.py
271ef783c6d767ccf68f3331d3451c2b6f4aba31,"Fix fencepost error in scoring, make unit test actually catch this",9244bd5001c2a3f8146bd7e14784c69fdbfe2d66,0,scoring.py;test_scoring.py
1cc33eb081b512b1ef241288885cd62c1788725e,"Fix bug shadowing initial timesteps, update tests",271ef783c6d767ccf68f3331d3451c2b6f4aba31,0,scoring.py;test_scoring.py
c3283adda0ea76110f2e51b99527a45bbd596ee2,"Fix broken benchmark scoring when handling eval episodes, add a test",7c8f2b767cbfad9281ca68f0ea8400f339fe2601,0,scoring.py;test_scoring.py
b5108b384ed1e29f3d241d654666b8e347f0f7b9,Fix compare in Blackjack. Keeping at -v0 since it was totally broken before,5fd1c868657a3cc1b92e02caf629a0fa340d9ed9,0,blackjack.py
4bd03664d036843df352d0e635e7a450c612f031,Fix Blackjack reward (after fixing env in b5108b384ed1e29f3d241d654666b8e347f0f7b9),3265fcc8bafc456bc262a0a775336d7f63383caa,0,rollout.json
b187596b22d3ef060d267efe59aac1b7e66e0a36,Fix typo,84439ab08be031a4b7330605873bced3e3da916b,0,video_recorder.py;version.py
5dba36c68d50c6b9f8a9fd622ee56392d0034c4d,Fix benchmark score compute when a monitor file is empty,214f9fb779e3a47adfa3bfbcc194596a245fe4eb,0,scoring.py
8fad22d51a0815ec7f10eaa25b7e9c4056f33b46,Better error messages for env semantic changes,22f091dbc5645aa9a8836856f0d3fc6af9478ff8,0,test_envs_semantics.py
31855a97bc5e3840b919391f4191367ab3c54a1f,Better error messages for env semantic changes,cd7896b3b67251948662b2ec611c42f5028a354a,0,test_envs_semantics.py
afd6888d2ff54896f773a7a0896434a9c04da6b6,"swap avconv / ffmpeg. ffmpeg is obsolete, so it shouldn't be evaled first (crashes on my pc) (#364)

Avconv seems more likely to work for more people, so switch",c6215f190d9242985c4e7184c36aab8dd99883f9,0,video_recorder.py
b33fc9fb85dc5c275d1d96c34eb6ce01b38422fa,Fix a bug when the benchmark result is empty,54ead345dc9c86566cfa2d608eaaa42fc47677f0,0,scoring.py
527a73dd03203d0168907a7940a6b262ba267068,fix atari benchmarks,3aae03c2386a559be76c8af2c0b33d37bf0166b4,0,__init__.py
5ca80a3141b3152fa43edb27f206705687cbae72,Fix format of solves for TotalReward,6d5cc8fbf1512ee9a51257205c077b979ab3843e,0,scoring.py
2d44ed4968f079011dcc77e5a4557d23033a9c21,"Add Monitored wrapper (#434)

* Add WIP Monitored wrapper

* Remove irrelevant render after close monitor test

* py27 compatibility

* Fix test_benchmark

* Move Monitored out of wrappers __init__

* Turn Monitored into a function that returns a Monitor class

* Fix monitor tests

* Remove deprecated test

* Remove deprecated utility

* Prevent duplicate wrapping, add test

* Fix test

* close env in tests to prevent writing to nonexistent file

* Disable semisuper tests

* typo

* Fix failing spec

* Fix monitoring on semisuper tasks

* Allow disabling of duplicate check

* Rename MonitorManager

* Monitored -> Monitor

* Clean up comments

* Remove cruft",dc07c7d41451fbadd98730b27b9be204c0bddc55,0,random_agent.py;benchmark_runner;live_plot.py;test_benchmark.py;core.py;semisuper.py;test_envs.py;test_safety_envs.py;error.py;__init__.py;monitor_manager.py;test_monitor.py;test_monitor_envs.py;api.py;__init__.py;monitoring.py;__init__.py;test_wrappers.py
328ebc5c8709f95b2b002b624f2126047bafe68d,"Bug in frozen lake implementation

Because of bug terminal states do not act as terminal",d20a5d02ed4c2d48f8f2571e265d5bd06ec6c5c8,0,frozen_lake.py
63c4fb965e34017fe29eac9de7b0d2e96c0f1492,Fixed RIGHT/LEFT/DOWN/UP for Frozen Lake,328ebc5c8709f95b2b002b624f2126047bafe68d,0,frozen_lake.py
d481151470653576bab63496d24b8499ead02e7a,Fix CEM example for Monitor wrapper change #434,5afa0b4e2caffa341af765d5b91045fdde749c03,0,cem.py
a4637dc1ee7a43f1085f57fe59433347ce0f7634,remove typo,557c25ea5f97353fdb87de743133e7a754866d96,0,test_monitor.py
0d02a34de2d5867c870d9a3a3e87986a080c92dd,"Remove timestep enforcement from monitor, adjust TimeLimit semantics to match existing monitor, fix test for env reuse",a4637dc1ee7a43f1085f57fe59433347ce0f7634,0,monitor_manager.py;test_monitor.py;time_limit.py
a81a631b2eecb9485ee4eb34f67bfab58345b6e8,Add error when wrapping after configure,c3c703c6d8b434da40beef6202bf2cbdc01e50a1,0,core.py;error.py;test_wrappers.py
85da4b7877985ac1fa65b882a59b8381868bda6f,Improve error message,a81a631b2eecb9485ee4eb34f67bfab58345b6e8,0,core.py
69c1cda01c5e3f9b97f97b169f9bbd08847d50de,Downgrade DoubleWrap error to warning,85da4b7877985ac1fa65b882a59b8381868bda6f,0,core.py;test_monitor.py;test_wrappers.py
2d0b4e59e8f59f6bbecb0a4ecf4347f5bc31815d,Improve error for removed decorator syntax,109b7fb0207791247b07738e6737af9763f81e19,0,monitoring.py
4cec14144b2a190e88b346231cb1ba3f5df759c8,"Add setter for backwards compat (#446)

* Add setter for backwards compat

* Fix ordering and preserver backwards compat",133f1fdfdfb7a7417b31bf98745c9fec6e0a5e1b,0,registration.py
1059ccdf0abb5b63d4ff4d379635ce4817e3d6fa,"Handle numpy types in monitor

Fixes #452",4cec14144b2a190e88b346231cb1ba3f5df759c8,0,monitor_manager.py;stats_recorder.py
bb9bbce80f104ffab792ec3f225d40f1ced10cc5,Fix deprecated Monitor API for the cem example (#453),ae8956921bf16d7da8e57b3e9546fd996853af95,0,cem.py
a67653ccb17047ddbbb403b6a054e02469ab476c,"cartpole fix (#457)

minor fixes related to configure() and cartpole",c6f337e6b6fd997e6d165d81a48f411367530205,0,core.py;cartpole.py
522c2c532293399920743265d9bc761ed18eadb3,"Fix Taxi (upgrade -> v2) (#345)

* Disallow Taxi start location = goal location

* Bump version of Taxi env

* Update Taxi observations in the rollout

* Update Taxi reward threshold",518f4b7c4ba0a45032afdc87ac3b3be6725efee5,0,__init__.py;rollout.json;taxi.py;__init__.py
1183e8f6b56f3fce04f09e3cef32f264956f9cae,Fixed timesteps in MinecraftHard-v0 benchmark.,522c2c532293399920743265d9bc761ed18eadb3,0,__init__.py
26556f99fe09332771ea619ed0a56bcfc75a3b99,Fix multi-discrete sampling to be a proper uniform distribution,cde3b5e63b886ce3303f6d0d92e95560df0b887d,0,multi_discrete.py
f13b8cc699b4135dd50485221e6313f2a968a864,fix benchmarks max_timesteps to be ints,da2dbb93766622757f74541efabf5d38cebc99ae,0,__init__.py
ce441cd0f87308416ac83f284c6f18fbb01315e3,Logging message formatting typo,f13b8cc699b4135dd50485221e6313f2a968a864,0,api.py
d337f4e5719bb8b49f2f9fba1501fe7749fa4d5c,"TimeLimit refactor with Monitor Simplification (#482)

* fix double reset, as suggested by @jietang

* better floors and ceilings

* add convenience methods to monitor

* add wrappers to gym namespace

* allow playing Atari games, with potentially more coming in the future

* simplify example in docs

* Move play out of the Env

* fix tests

* no more deprecation warnings

* remove env.monitor

* monitor simplification

* monitor simplifications

* monitor related fixes

* a few changes suggested by linter

* timestep_limit fixes

* keep track of gym env variables for future compatibility

* timestep_limit => max_episode_timesteps

* don't apply TimeLimit wrapper in make for VNC envs

* Respect old timestep_limit argument

* Pass max_episode_seconds through registration

* Don't include deprecation warnings yet",c17ac6cc55fda4be60548e2e05b54f22e83e2c1b,0,__init__.py;__init__.py;configuration.py;__init__.py;atari_env.py;car_racing.py;registration.py;test_registration.py;__init__.py;monitor_manager.py;test_monitor.py;__init__.py;api.py;scoring.py;play.py;monitoring.py;test_wrappers.py;time_limit.py;write_rollout_data.py
